TABLE,PROPERTY,COUNT,PERCENT
4,Chance #1,9,0.90
4,Vermont Avenue,24,2.40
4,Connecticut Avenue,28,2.80
4,Jail,110,11.00
4,St. Charles Place,22,2.20
4,Electric Company,34,3.40
4,States Avenue,23,2.30
4,Virginia Avenue,35,3.50
4,Pennsylvania Railroad,20,2.00
4,St. James Place,34,3.40
4,Community Chest #2,29,2.90
4,Tennessee Avenue,43,4.30
4,New York Avenue,35,3.50
4,Free Parking,23,2.30
4,Kentucky Avenue,28,2.80
4,Chance #2,13,1.30
4,Indiana Avenue,36,3.60
4,Illinois Avenue,37,3.70
4,B. & O. Railroad,36,3.60
4,Atlantic Avenue,29,2.90
4,Ventnor Avenue,37,3.70
4,Water Works,41,4.10
4,Marvin Gardens,35,3.50
4,Go To Jail,26,2.60
4,Pacific Avenue,27,2.70
4,North Carolina Avenue,29,2.90
4,Community Chest #3,24,2.40
4,Pennsylvania Avenue,30,3.00
4,Short Line Railroad,51,5.10
4,Chance #3,14,1.40
4,Park Place,28,2.80
4,Luxury Tax,23,2.30
4,Boardwalk,39,3.90
5,Go,38,3.80
5,Meditaranean Avenue,27,2.70
5,Community Chest #1,19,1.90
5,Baltic Avenue,29,2.90
5,Income Tax,31,3.10
5,Reading Railroad,43,4.30
5,Oriental Avenue,23,2.30
5,Chance #1,11,1.10
5,Vermont Avenue,32,3.20
5,Connecticut Avenue,20,2.00
5,Jail,146,14.60
5,St. Charles Place,22,2.20
5,Electric Company,28,2.80
5,States Avenue,27,2.70
5,Virginia Avenue,25,2.50
5,Pennsylvania Railroad,38,3.80
5,St. James Place,30,3.00
5,Community Chest #2,34,3.40
5,Tennessee Avenue,37,3.70
5,New York Avenue,43,4.30
5,Free Parking,38,3.80
5,Kentucky Avenue,35,3.50
5,Chance #2,17,1.70
5,Indiana Avenue,16,1.60
5,Illinois Avenue,38,3.80
5,B. & O. Railroad,33,3.30
5,Atlantic Avenue,37,3.70
5,Ventnor Avenue,38,3.80
5,Water Works,43,4.30
5,Marvin Gardens,22,2.20
5,Go To Jail,36,3.60
5,Pacific Avenue,29,2.90
5,North Carolina Avenue,34,3.40
5,Community Chest #3,26,2.60
5,Pennsylvania Avenue,23,2.30
5,Short Line Railroad,42,4.20
5,Chance #3,13,1.30
5,Park Place,34,3.40
5,Luxury Tax,24,2.40
5,Boardwalk,30,3.00
6,Go,41,4.10
6,Meditaranean Avenue,27,2.70
6,Community Chest #1,17,1.70
6,Baltic Avenue,37,3.70
6,Income Tax,33,3.30
6,Reading Railroad,28,2.80
6,Oriental Avenue,28,2.80
6,Chance #1,8,0.80
6,Vermont Avenue,24,2.40
6,Connecticut Avenue,29,2.90
6,Jail,128,12.80
6,St. Charles Place,28,2.80
6,Electric Company,23,2.30
6,States Avenue,24,2.40
6,Virginia Avenue,32,3.20
6,Pennsylvania Railroad,28,2.80
6,St. James Place,30,3.00
6,Community Chest #2,36,3.60
6,Tennessee Avenue,33,3.30
6,New York Avenue,30,3.00
6,Free Parking,36,3.60
6,Kentucky Avenue,37,3.70
6,Chance #2,14,1.40
6,Indiana Avenue,34,3.40
6,Illinois Avenue,50,5.00
6,B. & O. Railroad,30,3.00
6,Atlantic Avenue,22,2.20
6,Ventnor Avenue,32,3.20
6,Water Works,45,4.50
6,Marvin Gardens,27,2.70
6,Go To Jail,33,3.30
6,Pacific Avenue,30,3.00
6,North Carolina Avenue,29,2.90
6,Community Chest #3,29,2.90
6,Pennsylvania Avenue,22,2.20
6,Short Line Railroad,53,5.30
6,Chance #3,15,1.50
6,Park Place,18,1.80
6,Luxury Tax,21,2.10
6,Boardwalk,37,3.70
7,Go,44,4.40
7,Meditaranean Avenue,16,1.60
7,Community Chest #1,28,2.80
7,Baltic Avenue,39,3.90
7,Income Tax,19,1.90
7,Reading Railroad,35,3.50
7,Oriental Avenue,27,2.70
7,Chance #1,11,1.10
7,Vermont Avenue,29,2.90
7,Connecticut Avenue,24,2.40
7,Jail,116,11.60
7,St. Charles Place,25,2.50
7,Electric Company,30,3.00
7,States Avenue,26,2.60
7,Virginia Avenue,30,3.00
7,Pennsylvania Railroad,31,3.10
7,St. James Place,28,2.80
7,Community Chest #2,29,2.90
7,Tennessee Avenue,25,2.50
7,New York Avenue,52,5.20
7,Free Parking,31,3.10
7,Kentucky Avenue,39,3.90
7,Chance #2,11,1.10
7,Indiana Avenue,32,3.20
7,Illinois Avenue,42,4.20
7,B. & O. Railroad,26,2.60
7,Atlantic Avenue,25,2.50
7,Ventnor Avenue,34,3.40
7,Water Works,37,3.70
7,Marvin Gardens,40,4.00
7,Go To Jail,30,3.00
7,Pacific Avenue,35,3.50
7,North Carolina Avenue,30,3.00
7,Community Chest #3,23,2.30
7,Pennsylvania Avenue,28,2.80
7,Short Line Railroad,53,5.30
7,Chance #3,15,1.50
7,Park Place,17,1.70
7,Luxury Tax,21,2.10
7,Boardwalk,37,3.70
8,Go,37,3.70
8,Meditaranean Avenue,28,2.80
8,Community Chest #1,20,2.00
8,Baltic Avenue,24,2.40
8,Income Tax,32,3.20
8,Reading Railroad,38,3.80
8,Oriental Avenue,29,2.90
8,Chance #1,6,0.60
8,Vermont Avenue,36,3.60
8,Connecticut Avenue,28,2.80
8,Jail,80,8.00
8,St. Charles Place,31,3.10
8,Electric Company,31,3.10
8,States Avenue,27,2.70
8,Virginia Avenue,31,3.10
8,Pennsylvania Railroad,30,3.00
8,St. James Place,37,3.70
8,Community Chest #2,30,3.00
8,Tennessee Avenue,30,3.00
8,New York Avenue,38,3.80
8,Free Parking,33,3.30
8,Kentucky Avenue,30,3.00
8,Chance #2,11,1.10
8,Indiana Avenue,30,3.00
8,Illinois Avenue,47,4.70
8,B. & O. Railroad,28,2.80
8,Atlantic Avenue,34,3.40
8,Ventnor Avenue,29,2.90
8,Water Works,40,4.00
8,Marvin Gardens,32,3.20
8,Go To Jail,26,2.60
8,Pacific Avenue,36,3.60
8,North Carolina Avenue,36,3.60
8,Community Chest #3,27,2.70
8,Pennsylvania Avenue,35,3.50
8,Short Line Railroad,46,4.60
8,Chance #3,14,1.40
8,Park Place,35,3.50
8,Luxury Tax,32,3.20
8,Boardwalk,32,3.20
9,Go,44,4.40
9,Meditaranean Avenue,23,2.30
9,Community Chest #1,25,2.50
9,Baltic Avenue,27,2.70
9,Income Tax,29,2.90
9,Reading Railroad,50,5.00
9,Oriental Avenue,23,2.30
9,Chance #1,14,1.40
9,Vermont Avenue,27,2.70
9,Connecticut Avenue,26,2.60
9,Jail,107,10.70
9,St. Charles Place,19,1.90
9,Electric Company,24,2.40
9,States Avenue,29,2.90
9,Virginia Avenue,29,2.90
9,Pennsylvania Railroad,24,2.40
9,St. James Place,30,3.00
9,Community Chest #2,39,3.90
9,Tennessee Avenue,32,3.20
9,New York Avenue,36,3.60
9,Free Parking,25,2.50
9,Kentucky Avenue,33,3.30
9,Chance #2,13,1.30
9,Indiana Avenue,38,3.80
9,Illinois Avenue,33,3.30
9,B. & O. Railroad,27,2.70
9,Atlantic Avenue,38,3.80
9,Ventnor Avenue,26,2.60
9,Water Works,35,3.50
9,Marvin Gardens,37,3.70
9,Go To Jail,27,2.70
9,Pacific Avenue,28,2.80
9,North Carolina Avenue,29,2.90
9,Community Chest #3,28,2.80
9,Pennsylvania Avenue,28,2.80
9,Short Line Railroad,52,5.20
9,Chance #3,10,1.00
9,Park Place,25,2.50
9,Luxury Tax,27,2.70
9,Boardwalk,42,4.20
10,Go,38,3.80
10,Meditaranean Avenue,30,3.00
10,Community Chest #1,22,2.20
10,Baltic Avenue,20,2.00
10,Income Tax,37,3.70
10,Reading Railroad,36,3.60
10,Oriental Avenue,29,2.90
10,Chance #1,11,1.10
10,Vermont Avenue,32,3.20
10,Connecticut Avenue,22,2.20
10,Jail,118,11.80
10,St. Charles Place,23,2.30
10,Electric Company,26,2.60
10,States Avenue,28,2.80
10,Virginia Avenue,30,3.00
10,Pennsylvania Railroad,35,3.50
10,St. James Place,40,4.00
10,Community Chest #2,25,2.50
10,Tennessee Avenue,35,3.50
10,New York Avenue,30,3.00
10,Free Parking,37,3.70
10,Kentucky Avenue,32,3.20
10,Chance #2,14,1.40
10,Indiana Avenue,29,2.90
10,Illinois Avenue,39,3.90
10,B. & O. Railroad,36,3.60
10,Atlantic Avenue,22,2.20
10,Ventnor Avenue,31,3.10
10,Water Works,40,4.00
10,Marvin Gardens,31,3.10
10,Go To Jail,27,2.70
10,Pacific Avenue,31,3.10
10,North Carolina Avenue,30,3.00
10,Community Chest #3,43,4.30
10,Pennsylvania Avenue,28,2.80
10,Short Line Railroad,39,3.90
10,Chance #3,6,0.60
10,Park Place,19,1.90
10,Luxury Tax,29,2.90
10,Boardwalk,41,4.10
